nombre,poblacion
Loscorrales,93
Castel de Cabra,93
Brieva,93
Cabó,93
Paracuellos,93
Monleón,93
San Cristóbal de la Vega,93
Riu de Cerdanya,93
Salce,93
Azaila,93
Valverde de los Arroyos,93
Fuentes de Carbajal,93
Cañas,93
Camarillas,92
La Mata de Ledesma,92
Perales,92
Navares de Enmedio,92
Fuentelisendo,92
Pinarnegrillo,92
Vega de Villalobos,92
Pinilla de los Barruecos,92
Laperdiguera,92
Abanto,92
Valdelinares,92
Piedrahita de Castro,92
Santa María Rivarredonda,92
La Cañada de Verich,92
Blesa,92
Fuentes Calientes,91
Piñel de Arriba,91
Medinilla,91
San Pelayo de Guareña,91
Villar de Argañán,91
Robladillo,91
Espinosa de Cervera,91
Matute,91
Santiuste de Pedraza,91
Salillas,91
La Calzada de Béjar,91
Zapardiel de la Cañada,91
Villabraz,91
Casa de Uceda,91
Santa Coloma,91
Muñosancho,91
Llorac,91
Sopeira,91
Barcial de la Loma,91
Graja de Campalbo,91
Valverde de Campos,91
Alcalá de la Vega,90
Robledillo de Gata,90
Bocigas,90
Palau de Santa Eulàlia,90
La Yunta,90
Montón,90
El Atazar,90
La Vid de Ojeda,90
Nalec,90
Chillarón del Rey,90
San Juan del Olmo,90
Zorraquín,90
Mezquita de Jarque,89
Vadillo,89
Fuentelsaz,89
Villanuño de Valdavia,89
Gamones,89
Sant Agustí de Lluçanès,89
Horcajuelo de la Sierra,89
Añover de Tormes,89
Malanquilla,89
Villegas,89
Pedrosa del Páramo,89
La Vajol,89
Canejan,89
Fuentes de Ayódar,89
Torrechiva,89
Vega de Ruiponce,89
Sacecorbo,89
Tejeda y Segoyuela,89
Villarroya del Campo,89
Aldealafuente,88
Villar de Samaniego,88
Castejón de Alarba,88
La Peña,88
Cedillo de la Torre,88
La Cerollera,88
Solanillos del Extremo,88
Vallclara,88
Valverdejo,88
Los Villares de Soria,88
Cillán,88
Montalvos,88
El Arco,88
Trasmoz,88
La Serna del Monte,87
Piedratajada,87
Miño de Medinaceli,87
Somosierra,87
Hontangas,87
Membrillera,87
Cervillego de la Cruz,87
Ausejo de la Sierra,87
Huélamo,87
Junta de Villalba de Losa,87
La Peraleja,87
Urzainki,87
Alba de Cerrato,87
Calahorra de Boedo,87
Cabredo,87
Bonansa,87
Cachorrilla,87
Estollo,86
Muñico,86
Canales de la Sierra,86
El Tejado,86
Frandovínez,86
Las Pedrosas,86
Crivillén,86
Barbués,86
Aldeanueva de Guadalajara,86
Nava de Béjar,86
Zamarra,85
Villalbilla de Gumiel,85
Palazuelos de la Sierra,85
Tordesilos,85
Bidankoze,85
El Carrascalejo,85
Valle de Cerrato,85
La Toba,85
Condado de Castilnovo,85
Villafuerte,85
San Adrián de Juarros,85
Vidayanes,85
Alconchel de la Estrella,85
Casas del Puerto,85
Rillo,85
Fuentepiñel,85
Capolat,84
Mudá,84
Marracos,84
Vegalatrave,84
La Tala,84
Donhierro,84
Arancón,84
Aveinte,83
Torre los Negros,83
Baños de Rioja,83
Negrilla de Palencia,83
Berrocal de Salvatierra,83
Guirguillano,83
Partido de la Sierra en Tobalina,83
Nieva de Cameros,83
Chía,83
Singra,83
Matet,83
Sanchorreja,83
Villahermosa del Campo,83
Vita,83
Peralejos,83
Torres de Alcanadre,82
Valtiendas,82
Valle de Tabladillo,82
Villerías de Campos,82
Caballar,82
Abáigar,82
Vierlas,82
Monasterio de Vega,82
Fuencemillán,82
Fuentepinilla,82
Villanueva de San Mancio,82
Villalgordo del Marquesado,82
Arsèguel,81
Bisimbre,81
Pelayos,81
La Hoz de la Vieja,81
San Martín de Valvení,81
Vallesa de la Guareña,81
Moncalvillo,81
Navalperal de Tormes,81
Cuelgamures,81
Velilla de Jiloca,81
Huelves,80
El Cuervo,80
Rábanos,80
Campillo de Dueñas,80
Ruanes,80
Padilla de Abajo,80
Benquerencia,80
Artieda,80
Contreras,80
Soto en Cameros,80
Becedillas,80
Ciadoncha,80
Itero del Castillo,80
Nestares,80
Pedroso de Acim,80
Bustillo del Oro,80
Santaliestra y San Quílez,80
Valde-Ucieza,80
San Juan de la Encinilla,80
Setiles,80
Sigüés,79
Fresno de la Fuente,79
Hérmedes de Cerrato,79
Santibáñez de Esgueva,79
Muriel Viejo,79
Villanueva de las Peras,79
Valles de Palenzuela,79
Quintanilla San García,79
Pesquera,79
Castigaleu,79
Orísoain,79
Ciria,79
Padilla de Arriba,79
Uña,79
Nava del Barco,79
Rebollo,79
Pajarón,79
Puertas,79
Bahabón de Esgueva,79
Cabizuela,79
Martinamor,79
Villaciervos,79
Castejón de las Armas,78
Dévanos,78
Milmarcos,78
La Matilla,78
Valdearenas,78
Sobremunt,78
Cabezabellosa de la Calzada,78
Cucalón,78
Badules,78
Tolbaños,78
Valdemeca,77
Coscurita,77
Tiurana,77
Vallfogona de Riucorb,77
Vega de Santa María,77
Ababuj,77
Canillas de Abajo,77
Arauzo de Torre,77
Solarana,77
Gúdar,77
Peracense,77
Donjimeno,77
Terradillos de Esgueva,77
Arcos de la Sierra,77
Granera,77
Ojos-Albos,76
Desojo,76
Torralba de los Frailes,76
Ruesca,76
Sant Sadurní d'Osormort,76
Arévalo de la Sierra,76
Támara de Campos,76
Sanchón de la Ribera,76
Alconchel de Ariza,76
Cazurra,76
Viniegra de Abajo,75
Beranuy,75
Guijo de Ávila,75
Etxarri,75
Revilla de Collazos,75
Oco,75
San García de Ingelmos,75
Canillas de Esgueva,75
Villar y Velasco,75
Campillo de Deleitosa,75
Peñalén,75
La Hija de Dios,75
Gimialcón,75
Gutierre-Muñoz,75
Alberite de San Juan,74
Micieces de Ojeda,74
Villaco,74
Villacarralón,74
Hontanas,74
Chamartín,74
Herguijuela del Campo,74
Yélamos de Arriba,74
Grisel,74
Bustares,74
San Andrés del Congosto,74
Aldeaseca de Alba,74
Cubillo,74
Villaverde-Mogina,74
Fórnoles,74
Calomarde,74
Mirabueno,74
Villovieco,74
Ardisa,74
Quintanavides,74
Salvatierra de Tormes,74
Cepeda la Mora,74
Villalonso,73
Puebla de la Sierra,73
Languilla,73
Tamariz de Campos,73
Chagarcía Medianero,73
Velamazán,73
Argañín,73
Villárdiga,73
Valdemora,73
Pedroso,73
Valdehijaderos,73
Calcena,73
Hoz de Jaca,73
Casasola,73
Mues,73
Aldealengua de Pedraza,73
Capillas,73
San Millán de Lara,72
Villasexmir,72
Irueste,72
Vivel del Río Martín,72
Moronta,72
Villacid de Campos,72
Villanueva del Rebollar,72
Monesma y Cajigar,72
Úrbel del Castillo,72
Santa Eufemia del Arroyo,72
Torrecilla del Monte,72
Añe,72
Espartza Zaraitzu,72
El Pedregal,72
Narrillos del Álamo,72
Vallejera de Riofrío,72
Villoruebo,72
Corral de Ayllón,72
Bocos de Duero,72
Valluércanes,71
Cueva de Ágreda,71
Cerezal de Peñahorcada,71
Cabanabona,71
Villaveza de Valverde,71
La Redonda,71
Villarejo de Montalbán,71
Monforte de Moyuela,71
Oncala,71
Recuerda,71
Villanueva de Cameros,71
El Buste,71
Ochánduri,71
Muñogrande,70
El Manzano,70
Cabezas del Pozo,70
Aranaratxe,70
Herguijuela de Ciudad Rodrigo,70
Zorita de los Canes,70
Alfoz de Bricia,70
Borau,70
Miraveche,70
Torrepadre,70
Villasila de Valdavia,70
Barbalos,70
Luzón,69
Valdeprados,69
Rucandio,69
El Olivar,69
Orbita,69
Mancera de Arriba,69
Salvadiós,69
Buitrago,69
Huesa del Común,69
Lagueruela,69
Torrehermosa,69
Espadilla,69
Santo Domingo de las Posadas,69
Arevalillo,69
Aguilar del Alfambra,69
Benafarces,69
Pradillo,69
Cendejas de Enmedio,68
Berrocal de Huebra,68
Santa María del Val,68
Pavías,68
La Acebeda,68
Los Valdecolmenas,68
Valderrodilla,68
Ajamil de Cameros,68
Villanueva de Guadamejud,68
Tronchón,68
La Alameda de Gardón,68
Doñinos de Ledesma,68
Pitarque,68
San Torcuato,68
Valleruela de Pedraza,68
Fresneña,68
Sayatón,68
Triollo,68
Magaña,68
Olmeda de Cobeta,67
Santo Tomé de Zabarcos,67
Cascante del Río,67
Tramacastiel,67
Castell de l'Areny,67
Melque de Cercos,67
Rivilla de Barajas,67
Carrascosa,67
Castilfalé,67
Bezas,67
Galbárruli,67
Matalebreras,67
Clarés de Ribota,67
Neila de San Miguel,67
Valdelageve,67
Luzaga,67
Genevilla,66
Villasayas,66
Cabreros del Monte,66
Gallegos de Altamiros,66
Lagunaseca,66
Redecilla del Campo,66
Bularros,66
Fuentelmonge,66
Cereceda de la Sierra,66
Aguilar de Codés,66
Vallibona,66
Ledigos,66
Algora,66
Santa Cruz de Yanguas,65
Manzanares de Rioja,65
Robregordo,65
Torre de Esgueva,65
Salinas del Manzano,65
Monforte de la Sierra,65
La Hiruela,65
Alforque,65
Valverde de Valdelacasa,65
Rozalén del Monte,65
Bustillo de Chaves,65
Bubierca,65
Justel,64
Bellprat,64
Esterri de Cardós,64
Canredondo,64
Torrubia de Soria,64
Alobras,64
Ferreruela de Huerva,64
Santed,64
Aldealengua de Santa María,64
Baldellou,64
Casafranca,64
Villagómez la Nueva,64
Valfermoso de Tajuña,64
Valdemierque,64
Castejón de Henares,64
Rojas,63
Santa María de los Caballeros,63
Castil de Vela,63
Fuentecantos,63
Pajaroncillo,63
Santa María del Invierno,63
Pozuel del Campo,63
Yélamos de Abajo,63
Valdemorillo de la Sierra,63
Barbadillo del Pez,63
Valfarta,63
La Vilueña,62
Villafrades de Campos,62
El Parral,62
Masegosa,62
Ródenas,62
Retuerta,62
Hurones,62
Bustillo del Páramo de Carrión,62
Monsalupe,62
Jarque de la Val,62
Lastras del Pozo,62
Moratinos,62
Sacañet,62
Garcirrey,62
Payo de Ojeda,62
Retascón,62
Almazul,62
Villaconancio,62
Talamantes,61
Hoyorredondo,61
Portilla,61
Valtorres,61
Torralba del Pinar,61
San Román de la Cuba,61
Calmarza,61
Villamayor de Treviño,61
Etayo,61
Quintanilla del Molar,61
Villagalijo,61
Villar del Salz,61
Villar del Pozo,61
Val de San Martín,61
Mengamuñoz,61
Muro de Aguas,61
Manquillos,61
Guaza de Campos,61
Villa de Ves,61
Dehesa de Romanos,61
Abia de la Obispalía,61
Puebla de San Miguel,61
Nigüella,61
Fuentelsaz de Soria,61
Los Llanos de Tormes,60
Villalcón,60
Castrillo de Riopisuerga,60
Berberana,60
Prados Redondos,60
Medranda,60
Bausen,60
La Cabeza de Béjar,60
Sartze,60
Llano de Olmedo,60
Gilbuena,60
Las Aldehuelas,60
Cortes de Aragón,60
Campisábalos,60
Arres,60
Villanueva de Viver,60
Fuertescusa,60
Cubillas de Cerrato,60
Fombuena,60
Navalmoral de Béjar,59
Las Casas del Conde,59
Abezames,59
Adradas,59
Valdecasa,59
Jabaloyas,59
Torralbilla,59
Puerto Seguro,59
Puebla de Valles,59
El Recuenco,59
Argecilla,59
Hornillos del Camino,59
Tresviso,59
Santa María de Valverde,59
Fuentes de Magaña,59
Paredes,58
Chumillas,58
Benitagla,58
Las Inviernas,58
Villaescusa la Sombría,58
Monterrubio,58
Alaminos,58
Navalmoralejo,58
Pineda de Gigüela,58
Tajueco,58
Muriel de la Fuente,58
Muñotello,58
Rada de Haro,57
Bárcena de Campos,57
Belbimbre,57
Fontioso,57
Nebreda,57
Llano de Bureba,57
Matarrubia,57
Undués de Lerda,57
Riofrío del Llano,57
El Cardoso de la Sierra,57
Villalaco,57
Sorlada,57
Campolara,57
Yésero,57
Mesegar de Corneja,57
Aguilar de Bureba,57
Aldeonte,57
Jurisdicción de San Zadornil,57
Villaprovedo,56
Hontecillas,56
Caltojar,56
Torlengua,56
Escamilla,56
Aldeasoña,56
Monterrubio de la Demanda,56
Villaverde de Rioja,56
Alpanseque,56
Pastores,56
Olvena,56
Baides,56
Monterde de Albarracín,56
Aguas Cándidas,56
Osornillo,56
Villanueva de la Condesa,56
Saúca,56
Castrobol,56
Mansilla de la Sierra,56
Valdeolmillos,56
Orejana,56
Zafrilla,56
La Huerce,56
Fuente el Olmo de Íscar,55
Algar de Mesa,55
Barrios de Colina,55
Riocavado de la Sierra,55
Las Parras de Castellote,55
Valdearcos de la Vega,55
El Castellar,55
Zarapicos,55
Población de Arroyo,55
Ablanque,55
Cubla,55
Moscardón,55
Almadrones,55
Cerratón de Juarros,55
Castejón de Tornos,55
Valdegrudas,55
Tierzo,55
Brincones,55
La Bouza,55
Honrubia de la Cuesta,55
Orcajo,55
Mirafuentes,55
Mazuela,55
Majaelrayo,55
Jirueque,55
Garaballa,55
Villalobar de Rioja,55
Nolay,55
Torreadrada,55
Brazacorta,54
Oquillas,54
Riberos de la Cueza,54
Valdefinjas,54
Montenegro de Cameros,54
Castromembibre,54
Manzanillo,54
Reinoso de Cerrato,54
Salinillas de Bureba,54
Vadillo de la Sierra,54
Gajanejos,54
Lidón,54
Armallones,54
Arauzo de Salce,54
Viana de Duero,54
Quintanilla del Coco,54
El Busto,54
Huertahernando,54
Zuñeda,53
Olmos de Peñafiel,53
Monreal del Llano,53
Navares de Ayuso,53
Savallà del Comtat,53
Cardeñosa de Volpejera,53
Aldehorno,53
Villazopeque,53
Pozanco,53
Alcaine,53
Cañizar,53
Adalia,53
Cabolafuente,53
Prado,53
San Miguel de Corneja,53
Santo Domingo de Pirón,53
Abánades,53
Bayubas de Arriba,53
Valle de Zamanzas,53
Godojos,53
Viñegra de Moraña,53
Miedes de Atienza,53
San Felices,53
Poyatos,53
San Pedro Palmiches,53
Miralrío,53
Berninches,52
Alcubilla de las Peñas,52
Valhermoso de la Fuente,52
Piqueras,52
Castilforte,52
Armañanzas,52
San Martín de Valderaduey,52
Aladrén,52
Cebrecos,52
Bordalba,52
Valleruela de Sepúlveda,52
Escopete,52
Navamorales,52
Pozos de Hinojo,52
Prádanos de Bureba,52
Tosantos,52
Villanueva de Jiloca,52
Sienes,52
San Miguel del Robledo,52
Nepas,52
Laguna del Marquesado,51
Marañón,51
Calatañazor,51
Huérguina,51
Fuente la Reina,51
Marcilla de Campos,51
Santibáñez de Ecla,51
Cosa,51
Cabra de Mora,51
Valle de Lierp,51
Cabrejas del Campo,51
Villaeles de Valdavia,51
Cumbres de Enmedio,51
Vallat,51
Navatejares,51
Fresneda de la Sierra,51
Aldehuela de Liestos,51
Carabias,51
Aria,51
San Pelayo,50
Palazuelos de Muñó,50
Villavellid,50
Molezuelas de la Carballeda,50
Pozalmuro,50
Ucero,50
Plou,50
Valderrábano,50
Abejuela,50
Bujalaro,50
Castellanos de Castro,50
Daroca de Rioja,50
Villalba de la Loma,50
Castrillo Mota de Judíos,50
Albendiego,50
Ayuela,50
Masegoso de Tajuña,49
Barbarin,49
Pizarral,49
Olejua,49
Berrocalejo de Aragona,49
Bueña,49
Moraleja de Matacabras,49
La Quar,49
Monteagudo del Castillo,49
Ortigosa de Pestaño,49
Villar del Ala,49
Santa Cruz de Boedo,49
Grisaleña,49
Tabanera la Luenga,49
Moral de Hornuez,49
Madarcos,49
Lomas,49
Rubiales,49
Villamuriel de Campos,49
Torre de Peñafiel,48
Puendeluna,48
Orontze,48
Higueras,48
Marazuela,48
Cihuela,48
Alcantud,48
Vistabella,48
Ventrosa,48
Barruelo del Valle,48
Hurtumpascual,48
Piqueras del Castillo,48
Villageriz,48
Piérnigas,48
Taroda,47
Ribota,47
Villacidaler,47
Santibáñez del Val,47
Arenillas,47
Oseja,47
Tordellego,47
San Mamés de Campos,47
Pinilla de Jadraque,47
Liceras,47
Arraya de Oca,47
Prádena de Atienza,47
Cilleruelo de Arriba,47
Valbuena de Pisuerga,47
Fuentelviejo,47
Castroviejo,47
Fuentebureba,47
Narros,46
Tórtoles,46
Pozuelo de la Orden,46
Anquela del Ducado,46
Tolocirio,46
Villaquirán de la Puebla,46
Padrones de Bureba,46
Lerga,46
Lechón,46
Altable,46
La Gallega,45
Yelo,45
Mambrillas de Lara,45
Famorca,45
Fuentesecas,45
Villavelayo,45
Navaescurial,45
Cava,45
Sigeres,45
Trévago,45
Abarca de Campos,45
Villar de Fallaves,44
Riofrío de Riaza,44
Villar del Infantado,44
Villambistia,44
Senan,44
Tamarón,44
El Pozuelo,44
Fuentestrún,44
San Bartolomé de Corneja,44
Encío,44
Quintanaélez,44
Robledo de Corpes,44
Villamiel de la Sierra,44
Ezprogui,44
Blacos,44
Fresno de Rodilla,44
Herbers,44
Selas,44
Taragudo,44
Vizcaínos,44
Viana de Jadraque,44
El Vallecillo,44
Torremormojón,43
Fígols,43
Pozondón,43
Narrillos del Rebollar,43
El Sotillo,43
Forès,43
Retiendas,43
Villares de Jadraque,43
Canillas de Río Tuerto,43
Ramiro,43
Puebla de Beleña,43
Puras,43
Puebla de Pedraza,43
Pascualcobo,43
Torrijas,43
Monasterio de la Sierra,43
Saceda-Trasierra,43
La Cuba,43
Tobía,43
Brabos,43
Pardos,43
Moraleja de las Panaderas,43
Barceo,43
Marzales,43
Urriés,43
Valdelcubo,42
Rebollar,42
Matilla la Seca,42
Rillo de Gallo,42
Berzosilla,42
Espinosa del Camino,42
Villores,42
Pelayos del Arroyo,42
Tirapu,42
Canales,42
San Martín de Boniches,42
Villanueva del Rebollar de la Sierra,42
Vallejera,42
Juarros de Riomoros,42
Jaramillo de la Fuente,42
Zarzuela de Jadraque,42
Huérmeces del Cerro,41
Polentinos,41
Leza de Río Leza,41
Segura de los Baños,41
Cuevas de San Clemente,41
Villanueva de Teba,41
Tremedal de Tormes,41
Nogal de las Huertas,41
Cabezón de Valderaduey,41
Las Cuerlas,41
Castraz,41
Encinas,41
Olea de Boedo,41
Senés de Alcubierre,40
Aldeanueva de la Serrezuela,40
Gallegos de Sobrinos,40
Vallarta de Bureba,40
La Sierpe,40
Valle de Bardají,40
Berdejo,40
Valdarachas,40
Pobladura de Valderaduey,40
Cabezón de la Sierra,40
San Esteban de Zapardiel,40
Arconada,40
Pálmaces de Jadraque,40
Carcedo de Bureba,40
San Andrés del Rey,40
La Febró,40
Hortezuela de Océn,40
Mochales,40
Rollamienta,40
Castroserracín,40
Rubielos de la Cérida,39
Garganta del Villar,39
Molinillo,39
Villaseca de Uceda,39
Seno,39
San Bartolomé de Béjar,39
Jatiel,39
Ibrillos,39
Quintanilla del Olmo,39
Corporales,39
Iglesiarrubia,39
Utande,39
La Mierla,39
Villarmuerto,39
Sanchón de la Sagrada,39
Los Pintanos,39
Fontihoyuelo,39
Viloria de Rioja,39
Poveda,39
Beamud,39
Saelices de la Sal,39
Rueda de la Sierra,39
San Pascual,39
Gil García,38
Miravete de la Sierra,38
Torrubia del Castillo,38
Torremocha del Pinar,38
Peralveche,38
Vozmediano,38
Narboneta,38
Villamuera de la Cueza,38
Beratón,38
Miño de San Esteban,38
Brieva de Cameros,38
Campillos-Sierra,38
Santa Olalla de Bureba,37
Morenilla,37
Adrada de Pirón,37
Fresneda de Altarejos,37
Castro de Fuentidueña,37
Tormellas,37
Luesma,37
Villatuelda,37
Valdeconcha,37
Villanueva de Argecilla,37
Pinilla de los Moros,37
Puebla de San Medel,37
Itzaltzu,37
Olmillos de Muñó,37
Piedramillera,37
Castilfrío de la Sierra,37
La Hoya,37
Viacamp y Litera,37
Castildelgado,36
Amayuelas de Arriba,36
Cañada Vellida,36
Fuenferrada,36
Viniegra de Arriba,36
Navardún,36
Torrecilla de la Torre,36
Gorza,36
Taravilla,36
Romanillos de Atienza,36
Peralejos de Arriba,36
Gejuelo del Barro,35
Adobes,35
Semillas,35
Embid de Ariza,35
Bergasillas Bajera,35
Berceruelo,35
Villar de Corneja,35
Membibre de la Hoz,35
Establés,35
Hombrados,35
Muro en Cameros,35
Embid,35
Mazarete,35
Bañuelos de Bureba,35
Sisamón,35
Aldealices,35
Junciana,35
Tollos,35
Torrelapaja,35
La Parra de las Vegas,35
Torrecilla sobre Alesanco,34
Josa,34
Cañamaque,34
Escobar de Campos,34
Palanques,34
Tejada,34
Terroba,34
Obón,34
Cerveruela,34
San Millán de Yécora,34
Fuente-Olmedo,34
Valdegeña,34
Sequera de Fresno,34
Zarzosa de Río Pisuerga,34
Tinieblas de la Sierra,34
Hoyos del Collado,33
Navas de Bureba,33
Toril y Masegoso,33
Valdehorna,33
Nafría de Ucero,33
Cascajares de la Sierra,33
Cañada de Benatanduz,33
Iruelos,33
Reznos,33
Santa Marta del Cerro,33
Sordillos,33
Leatxe,33
Castrojimeno,33
Borjabad,33
Sotodosos,33
Cobos de Fuentidueña,33
Pleitas,33
Cueva del Hierro,32
Villalán de Campos,32
Longás,32
Copernal,32
Gatón de Campos,32
Villabasta de Valdavia,32
Marlín,32
Las Navas de Jadraque,32
Berrueco,32
Aribe,32
Contamina,32
Orbara,32
Almarza de Cameros,32
Buciegas,32
La Zoma,32
Valdecuenca,32
Fuentecambrón,32
Alcocero de Mola,32
Esplegares,32
Aldehuela de Periáñez,32
Rabanera,32
Purujosa,32
Anadón,32
Espadaña,32
Nombrevilla,31
Abaurrea Baja,31
Barrio de Muñó,31
Isuerre,31
Mota de Altarejos,31
Castroserna de Abajo,31
Soliedra,31
Collado del Mirón,31
Buberos,31
Petilla de Aragón,31
Navadijos,31
Maicas,31
Bliecos,31
Abajas,31
Jurisdicción de Lara,31
La Cierva,31
Mantiel,31
Castillejo-Sierra,31
Cillaperlata,31
La Vid de Bureba,31
Cubilla,31
Torrelara,31
Cascajares de Bureba,30
Santa Cruz de Nogueras,30
Villabaruz de Campos,30
Cilleruelo de San Mamés,30
Carazo,30
Portalrubio de Guadamejud,30
Ujados,30
Haza,30
Donvidas,30
Sempere,30
Alentisque,30
Nazar,30
Galbarros,30
Rublacedo de Abajo,30
Sant Jaume de Frontanyà,30
Gascueña de Bornova,29
Aldealseñor,29
Robres del Castillo,29
Valdevacas de Montejo,29
Castellar de la Muela,29
Vizmanos,29
Torre de las Arcas,29
Casas de Garcimolina,29
Ahigal de Villarino,29
Megina,29
Bea,29
Belmonte de Campos,29
Hinojosa del Campo,29
Berzosa de Bureba,29
Jorcas,29
Somolinos,29
Anquela del Pedregal,29
Arenzana de Arriba,29
Sotillo,28
Baquerín de Campos,28
Arahuetes,28
Roturas,28
El Ordial,28
Cerbón,27
Vileña,27
Mamolar,27
Villaespasa,27
Solera de Gabaldón,27
La Sequera de Haza,27
San Lorenzo de Tormes,27
Torrecuadradilla,27
San Vicente del Valle,27
Hoyos de Miguel Muñoz,27
Villaseca de Arciel,27
Mianos,27
Tabanera de Valdavia,26
Villanueva de Carazo,26
Tajahuerce,26
Lobera de Onsella,26
Azuelo,26
Gisclareny,26
Calabazas de Fuentidueña,26
La Miñosa,26
Fonfría,26
Alcohujate,26
Villarejo,26
Avellaneda,26
Pazuengos,26
Palo,26
Villaverde de Montejo,26
Carrias,25
Valmala,25
San Salvador,25
Grandes y San Martín,25
Castil de Peones,25
Arrancacepas,25
Cantabrana,25
Villaseca de Henares,25
Domingo García,25
Montarrón,25
Cendejas de la Torre,25
Traíd,25
Tormón,25
La Bastida,25
Manjabálago y Ortigosa de Rioalmar,24
Riaguas de San Bartolomé,24
Velilla de la Sierra,24
Cogollor,24
Cidamón,24
Torreblacos,24
Herrería,24
Allueva,24
Suellacabras,24
Saldón,24
Almochuel,24
Palacios de Riopisuerga,24
Algarra,24
Bascuñana,23
Narros del Puerto,23
Iniéstola,23
Alconada de Maderuelo,23
Bascuñana de San Pedro,23
Valderrebollo,23
La Bodera,23
Pozo de Urama,23
Quintanabureba,23
Frechilla de Almazán,23
Aldehuela del Codonal,23
San Esteban de los Patos,23
Requena de Campos,22
Villasdardo,22
Paredes de Sigüenza,22
Valsalobre,22
Castell de Cabres,22
Tobar,22
Olmeda de la Cuesta,22
Villarejo de la Peñuela,22
Bercimuel,22
Valhermoso,22
Villar del Campo,22
Lanzuela,22
Valdesotos,22
Bezares,22
Terzaga,22
Almenara de Adaja,22
San Cristóbal de Boedo,22
Cirujales del Río,22
Pinilla del Campo,21
Rezmondo,21
Castillo-Albaráñez,21
Torremocha de Jadraque,21
Arroyo de las Fraguas,21
Pomer,21
Pozuel de Ariza,21
Navares de las Cuevas,21
Nogueras,21
Jalón de Cameros,21
Cigudosa,21
Alpeñés,21
Cilleros de la Bastida,21
Pajarejos,21
Veguillas de la Sierra,21
Aldealcorvo,20
Fago,20
Barcones,20
Aliud,20
Gormaz,20
Balconchán,20
Carrascosa de Abajo,20
Escobosa de Almazán,20
Valacloche,20
Torrubia,20
Arbeteta,20
Gallinero de Cameros,20
Manciles,20
Fresno de Caracena,20
Pinillos,19
Casas de San Galindo,19
Bádenas,19
Velilla de los Ajos,19
Cincovillas,19
Aguatón,19
Arevalillo de Cega,19
Centenera de Andaluz,19
Ciruelos del Pinar,19
Hijes,18
Ocentejo,18
Villarmentero de Campos,18
Roncesvalles,18
Torrecuadrada de Molina,18
Aguasal,18
Yémeda,18
Momblona,18
Baños de Tajo,18
Valtajeros,18
Chequilla,18
Carrascosa de la Sierra,17
Boada de Campos,17
Negredo,17
Ventosilla y Tejadilla,16
Tortuero,16
Hornillos de Cameros,16
Bagüés,16
Navaquesera,16
Ledesma de la Cogolla,16
Perosillo,15
Barriopedro,15
La Olmeda de Jadraque,15
Villodre,15
Aldealpozo,15
Rello,15
Portillo de Soria,15
Zarzosa,15
Reinoso,15
Alcolea de las Peñas,14
Cabezón de Cameros,14
Blasconuño de Matacabras,14
Alique,14
Carabantes,14
Estriégana,14
Congostrina,14
Olmedilla de Eliz,14
Caracena,14
Almohaja,14
Valdelagua del Cerro,14
Monasterio,14
Santiuste,14
Condemios de Abajo,13
Castillonuevo,13
Bañuelos,13
La Losilla,13
Fuembellida,12
Cellorigo,11
Tordelrábano,11
Vindel,11
Salcedillo,11
La Riba de Escalote,11
Villamedianilla,11
Torre en Cameros,10
Navajún,10
Rebollosa de Jadraque,10
Torremontalbo,10
Jaramillo Quemado,10
Maján,9
Torremochuela,9
Quiñonería,9
Estepa de San Juan,9
Herrera de Soria,9
Pinilla de Molina,9
Valdemadera,8
Villanueva de Gormaz,8
Arandilla del Arroyo,7
Valdeprado,7
Valtablado del Río,7
Castilnuevo,7
Angón,7
Villarroya,5
Illán de Vacas,3
